commissioner_name,meeting_idx_id,utterance_order,tag_key,tag_label,tag_category,confidence,evidence_text
윤종인,6845,42,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,AI
윤종인,6841,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6841,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6841,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6841,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6841,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6841,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,9,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6841,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 조사"
윤종인,6841,14,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,16,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,25,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,32,technical_security,기술·보안 통제 점검,issue_focus,0.53,로그
윤종인,6841,32,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,처분
윤종인,6841,32,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6841,32,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,정보주체
윤종인,6841,32,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6841,32,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,가이드라인
윤종인,6841,32,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6841,34,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"위반, 판단, 고시"
윤종인,6841,36,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,43,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,45,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,52,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6841,52,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.77,"정보주체, 권리, 동의, 자기결정권"
윤종인,6841,52,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.61,"사업자, 플랫폼"
윤종인,6841,52,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6841,53,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,54,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,54,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6841,56,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,56,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6841,59,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,59,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6841,61,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,63,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,63,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6841,64,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,65,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,66,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,67,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,67,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6841,69,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,처분
윤종인,6841,69,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,69,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.61,"교육, 점검"
윤종인,6841,69,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6841,72,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,75,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,76,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,77,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,78,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,79,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,79,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6841,81,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.61,"과징금, 부과"
윤종인,6841,81,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,81,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,서비스
윤종인,6841,81,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,교육
윤종인,6841,83,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,83,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,교육
윤종인,6841,90,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,91,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,92,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6841,93,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6838,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6838,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6838,6,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,판단
윤종인,6838,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6838,7,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,9,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,9,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6838,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6838,12,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,14,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,110,technical_security,기술·보안 통제 점검,issue_focus,0.53,로그
윤종인,6838,110,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.69,"과징금, 처분, 부과"
윤종인,6838,110,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.82,"근거, 조항, 해석, 위반, 사전통지, 판단, 법률"
윤종인,6838,110,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.69,"정보주체, 통지, 동의"
윤종인,6838,110,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.61,"사업자, 플랫폼"
윤종인,6838,110,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.82,"사실관계, 확인, 자료, 조사, 파악"
윤종인,6838,110,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6838,110,cross_border_global,국외이전·글로벌 규범,international,0.53,글로벌
윤종인,6838,112,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6838,112,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,112,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,서비스
윤종인,6838,113,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,114,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6838,115,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6838,115,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6838,117,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,120,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,122,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,124,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,195,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,처분
윤종인,6838,195,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.53,기관
윤종인,6838,195,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.77,"해석, 위반, 판단, 법률"
윤종인,6838,195,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,195,cross_border_global,국외이전·글로벌 규범,international,0.53,해외
윤종인,6838,197,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"해석, 위반"
윤종인,6838,197,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6838,200,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"위반, 판단, 법률"
윤종인,6838,200,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6838,202,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,204,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.77,"근거, 위반, 판단, 법률"
윤종인,6838,204,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.61,"정보주체, 동의"
윤종인,6838,204,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,파악
윤종인,6838,204,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6838,206,technical_security,기술·보안 통제 점검,issue_focus,0.53,로그
윤종인,6838,206,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,처분
윤종인,6838,206,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"위반, 사전통지, 판단"
윤종인,6838,206,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.61,"통지, 동의"
윤종인,6838,206,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6838,206,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6838,209,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 법률"
윤종인,6838,209,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,안내
윤종인,6838,211,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,211,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,213,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,213,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,확인
윤종인,6838,215,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,223,technical_security,기술·보안 통제 점검,issue_focus,0.53,알고리즘
윤종인,6838,223,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 판단"
윤종인,6838,223,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,223,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.61,"사업자, 서비스"
윤종인,6838,223,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.69,"확인, 조사, 파악"
윤종인,6838,223,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.61,"데이터, 알고리즘"
윤종인,6838,223,cross_border_global,국외이전·글로벌 규범,international,0.53,해외
윤종인,6838,225,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"위반, 절차"
윤종인,6838,226,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,228,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,231,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,233,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,236,technical_security,기술·보안 통제 점검,issue_focus,0.53,로그
윤종인,6838,236,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"위반, 판단, 고시"
윤종인,6838,236,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,236,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6838,236,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6838,238,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.77,"법리, 해석, 위반, 판단"
윤종인,6838,238,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6838,238,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,0.53,데이터
윤종인,6838,240,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,242,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,242,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6838,242,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,가이드라인
윤종인,6838,244,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,246,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,246,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,보완
윤종인,6838,246,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,자료
윤종인,6838,247,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6838,248,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6834,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6834,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6834,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6834,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6834,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,9,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6834,11,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,14,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,15,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,16,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,17,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,18,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,18,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6834,20,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,22,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,24,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,24,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6834,26,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"근거, 위반"
윤종인,6834,26,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6834,26,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,자료
윤종인,6834,27,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,28,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,29,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,30,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,30,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6834,32,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,49,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.69,"근거, 위반, 판단"
윤종인,6834,49,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"자료, 근거자료"
윤종인,6834,52,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,53,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,54,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6834,55,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6831,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6831,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6831,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6831,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6831,7,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,플랫폼
윤종인,6831,9,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6831,47,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,자료
윤종인,6831,52,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6831,54,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.61,"사업자, 플랫폼"
윤종인,6831,54,cross_border_global,국외이전·글로벌 규범,international,0.53,해외
윤종인,6831,56,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,해석
윤종인,6831,56,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6831,59,technical_security,기술·보안 통제 점검,issue_focus,0.53,로그
윤종인,6831,59,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.53,기관
윤종인,6831,59,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,사업자
윤종인,6831,74,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,해석
윤종인,6831,83,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,조항
윤종인,6831,83,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6831,85,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.61,"부담, 비용"
윤종인,6831,87,business_burden_context,사업자 부담·산업 맥락 고려,market_context,0.53,비용
윤종인,6831,91,public_sector_accountability,공공부문 책임성 강조,sector_focus,0.53,정부
윤종인,6831,91,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,판단
윤종인,6831,91,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.53,점검
윤종인,6831,93,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.61,"개선, 권고"
윤종인,6831,98,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6831,98,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6831,100,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6831,100,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6831,102,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6831,102,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6831,102,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,자료
윤종인,6831,107,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6831,107,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6831,108,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6831,108,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6831,109,technical_security,기술·보안 통제 점검,issue_focus,0.53,인증
윤종인,6831,109,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,고시
윤종인,6831,110,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,111,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,111,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6831,113,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,120,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,감경
윤종인,6831,120,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.61,"근거, 위반"
윤종인,6831,124,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,0.53,처분
윤종인,6831,124,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,124,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6831,126,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,126,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6831,128,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,132,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,135,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,135,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6831,136,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,137,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,138,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,139,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,139,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,조사
윤종인,6831,141,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,144,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,145,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,146,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6831,147,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
윤종인,6828,2,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6828,3,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.61,"확인, 현황"
윤종인,6828,5,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6828,6,data_subject_rights,정보주체 권리·피해 관점,rights_focus,0.53,동의
윤종인,6828,6,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,0.53,현황
윤종인,6828,7,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,0.61,"개선, 권고"
윤종인,6828,8,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,0.53,위반
