normalized_law_name,resolved_law_name,article_raw,base_article,time_basis_date,citation_count,verification_status,note,mst,effective_date,article_title
개인정보 보호법,개인정보 보호법,제29조의5제2항,제29조의5,2024-04-24,2,needs_review,article_not_found_in_inferred_default_pipa,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제2조제1항제1호,제2조,2024-10-23,1,verified,article_verified_by_korean_law_mcp,260225,2024-08-14,정의
정보통신망 이용촉진 및 정보보호 등에 관한 법률,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제2조제1항제1호,제2조,2025-01-22,1,verified,article_verified_by_korean_law_mcp,260225,2024-08-14,정의
개인정보 보호법,개인정보 보호법,제30조제1항제8호,제30조,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 처리방침의 수립 및 공개
개인정보 보호법,개인정보 보호법,제30조제1항제8호,제30조,2024-03-27,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 처리방침의 수립 및 공개
개인정보 보호법,개인정보 보호법,제31조제1항,제31조,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 보호책임자의 지정
개인정보 보호법,개인정보 보호법,제31조제1항,제31조,2025-08-27,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호책임자의 지정 등
개인정보 보호법,개인정보 보호법,제32조제1항,제32조,2023-04-12,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보파일의 등록 및 공개
개인정보 보호법,개인정보 보호법,제32조제1항,제32조,2025-01-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보파일의 등록 및 공개
개인정보 보호법,개인정보 보호법,제34조,제34조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 유출 통지 등
개인정보 보호법,개인정보 보호법,제34조,제34조,2023-06-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 유출 통지 등
개인정보 보호법,개인정보 보호법,제35조의2,제35조의2,2024-07-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
개인정보 보호법,개인정보 보호법,제35조의2,제35조의2,2025-05-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
개인정보 보호법,개인정보 보호법,제37조의2,제37조의2,2024-07-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,자동화된 결정에 대한 정보주체의 권리 등
개인정보 보호법,개인정보 보호법,제37조의2,제37조의2,2025-05-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,자동화된 결정에 대한 정보주체의 권리 등
개인정보 보호법,개인정보 보호법,제38조제1항,제38조,2024-07-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,권리행사의 방법 및 절차
개인정보 보호법,개인정보 보호법,제38조제1항,제38조,2025-05-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,권리행사의 방법 및 절차
개인정보 보호법,개인정보 보호법,제39조,제39조,2022-02-23,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,손해배상책임
개인정보 보호법,개인정보 보호법,제39조,제39조,2023-02-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,손해배상책임
개인정보 보호법,개인정보 보호법,제39조의15제2항,제39조의15,2021-08-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과징금의 부과 등에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의15제2항,제39조의15,2023-03-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과징금의 부과 등에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의2,제39조의2,2021-01-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,법정손해배상의 청구
개인정보 보호법,개인정보 보호법,제39조의2,제39조의2,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,법정손해배상의 청구
개인정보 보호법,개인정보 보호법,제39조의3제3항,제39조의3,2021-07-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 수집ㆍ이용 동의 등에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의3제3항,제39조의3,2023-02-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 수집ㆍ이용 동의 등에 대한 특례
중소기업기본법,중소기업기본법,제39조의4,제39조의4,2022-08-10,1,not_found,article_not_found,,,
중소기업기본법,중소기업기본법,제39조의4,제39조의4,2025-06-11,1,not_found,article_not_found,,,
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제3조제1항제3호,제3조,2025-12-10,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제3조제1항제3호,제3조,2026-03-25,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호 법규 위반에 대한 징계권고 기준,,제3조제1항제4호,제3조,2025-01-08,1,not_found,law_not_found,,,
개인정보 보호 법규 위반에 대한 징계권고 기준,,제3조제1항제4호,제3조,2026-03-25,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제3조제8항,제3조,2024-06-12,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
개인정보 보호법,개인정보 보호법,제3조제8항,제3조,2025-04-23,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
"주민등록번호 유출 등에 대한 과징금 부과기준(고시 제2022-4호, 2022.10.20., 이하 ‘舊과징금 부과기준’)",,제40조의2,제40조의2,2023-10-11,2,needs_review,needs_admin_rule_pass,,,
근로기준법,근로기준법,제42조,제42조,2023-02-08,1,verified,article_verified_by_korean_law_mcp,232199,2021-11-19,계약 서류의 보존
근로기준법,근로기준법,제42조,제42조,2023-04-26,1,verified,article_verified_by_korean_law_mcp,232199,2021-11-19,계약 서류의 보존
개인정보 보호법,개인정보 보호법,제47조제2항,제47조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,분쟁의 조정
개인정보 보호법,개인정보 보호법,제47조제2항,제47조,2026-01-28,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,분쟁의 조정
개인정보 보호법,개인정보 보호법,제48조의4제3항,제48조의4,2023-03-08,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제48조의4제3항,제48조의4,2023-03-22,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제4조제1호,제4조,2022-09-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제1호,제4조,2024-06-12,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제3항제1호,제4조,2025-07-23,1,partially_verified,base_article_verified_but_paragraph_not_found,248613,2023-09-15,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제3항제1호,제4조,2025-12-10,1,partially_verified,base_article_verified_but_paragraph_not_found,270351,2025-10-02,정보주체의 권리
개인정보 보호법,개인정보 보호법,제58조제1항,제58조,2024-02-14,2,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,적용의 일부 제외
개인정보 보호법,개인정보 보호법,제58조제1항제3호,제58조,2024-02-14,2,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,적용의 일부 제외
개인정보 보호법,개인정보 보호법,제5조제3항,제5조,2023-03-08,2,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,국가 등의 책무
개인정보 보호법,개인정보 보호법,제60조,제60조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,비밀유지 등
개인정보 보호법,개인정보 보호법,제60조,제60조,2025-11-20,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,비밀유지 등
"개인정보 보호법 위반에 대한 과태료 부과기준(개인정보위 지침, ’23.9.15.시행)",,제63조,제63조,2024-04-24,1,needs_review,needs_admin_rule_pass,,,
"개인정보 보호법 위반에 대한 과태료 부과기준(개인정보위 지침, ’23.9.15.시행)",,제63조,제63조,2024-11-04,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제63조제1항,제63조,2021-08-25,2,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,자료제출 요구 및 검사
개인정보 보호법,개인정보 보호법,제64조,제64조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,시정조치 등
개인정보 보호법,개인정보 보호법,제64조,제64조,2023-04-12,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,시정조치 등
개인정보 보호법 위반에 대한 과징금 부과기준,,제64조의2제1항,제64조의2,2024-09-25,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법 위반에 대한 과징금 부과기준,,제64조의2제1항,제64조의2,2024-11-13,1,needs_review,needs_admin_rule_pass,,,
개인정보보호 법규 위반에 대한 과징금 부과기준4),,제64조의2제1항,제64조의2,2025-04-09,1,needs_review,needs_admin_rule_pass,,,
개인정보보호 법규 위반에 대한 과징금 부과기준4),,제64조의2제1항,제64조의2,2025-11-20,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제64조의2제1항제1호,제64조의2,2024-09-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제64조의2제1항제1호,제64조의2,2025-03-26,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제66조,제66조,2021-09-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,결과의 공표
개인정보 보호법,개인정보 보호법,제66조,제66조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,결과의 공표
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제6조제1항제2호,제6조,2025-06-11,2,needs_review,needs_admin_rule_pass,,,
