commissioner_name,tag_key,tag_label,tag_category,utterance_count,evidence_count,average_confidence
이희정,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,463,463,0.5588768898488138
이희정,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,184,184,0.5517391304347832
이희정,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,149,149,0.5973825503355705
이희정,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,148,148,0.5548648648648654
이희정,technical_security,기술·보안 통제 점검,issue_focus,141,141,0.5649645390070926
이희정,business_burden_context,사업자 부담·산업 맥락 고려,market_context,125,125,0.5592000000000005
이희정,data_subject_rights,정보주체 권리·피해 관점,rights_focus,124,124,0.5545161290322587
이희정,public_sector_accountability,공공부문 책임성 강조,sector_focus,81,81,0.5714814814814818
이희정,cross_border_global,국외이전·글로벌 규범,international,58,58,0.531379310344828
이희정,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,49,49,0.546326530612245
고성학,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,115,115,0.552260869565218
고성학,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,38,38,0.5826315789473684
고성학,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,31,31,0.5506451612903225
고성학,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,27,27,0.5833333333333331
고성학,data_subject_rights,정보주체 권리·피해 관점,rights_focus,25,25,0.5523999999999998
고성학,public_sector_accountability,공공부문 책임성 강조,sector_focus,24,24,0.5933333333333332
고성학,technical_security,기술·보안 통제 점검,issue_focus,22,22,0.5736363636363634
고성학,business_burden_context,사업자 부담·산업 맥락 고려,market_context,20,20,0.566
고성학,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,9,9,0.5388888888888891
고성학,cross_border_global,국외이전·글로벌 규범,international,9,9,0.5566666666666669
지성우,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,198,198,0.5535353535353541
지성우,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,74,74,0.5559459459459464
지성우,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,69,69,0.5752173913043481
지성우,business_burden_context,사업자 부담·산업 맥락 고려,market_context,68,68,0.552352941176471
지성우,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,53,53,0.5511320754716985
지성우,technical_security,기술·보안 통제 점검,issue_focus,52,52,0.5592307692307696
지성우,public_sector_accountability,공공부문 책임성 강조,sector_focus,51,51,0.5692156862745099
지성우,data_subject_rights,정보주체 권리·피해 관점,rights_focus,35,35,0.5497142857142857
지성우,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,31,31,0.5351612903225805
지성우,cross_border_global,국외이전·글로벌 규범,international,31,31,0.5377419354838708
백대용,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,207,207,0.5516425120772953
백대용,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,83,83,0.5589156626506027
백대용,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,65,65,0.5976923076923079
백대용,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,59,59,0.5733898305084749
백대용,business_burden_context,사업자 부담·산업 맥락 고려,market_context,47,47,0.543617021276596
백대용,data_subject_rights,정보주체 권리·피해 관점,rights_focus,39,39,0.566923076923077
백대용,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,37,37,0.5386486486486487
백대용,technical_security,기술·보안 통제 점검,issue_focus,32,32,0.5399999999999998
백대용,cross_border_global,국외이전·글로벌 규범,international,29,29,0.5537931034482757
백대용,public_sector_accountability,공공부문 책임성 강조,sector_focus,22,22,0.5736363636363635
최장혁,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,348,348,0.5388793103448287
최장혁,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,133,133,0.5739097744360903
최장혁,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,124,124,0.5538709677419359
최장혁,public_sector_accountability,공공부문 책임성 강조,sector_focus,98,98,0.5928571428571427
최장혁,business_burden_context,사업자 부담·산업 맥락 고려,market_context,81,81,0.5448148148148153
최장혁,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,62,62,0.5622580645161294
최장혁,technical_security,기술·보안 통제 점검,issue_focus,56,56,0.5603571428571431
최장혁,data_subject_rights,정보주체 권리·피해 관점,rights_focus,50,50,0.5444000000000003
최장혁,cross_border_global,국외이전·글로벌 규범,international,28,28,0.5699999999999997
최장혁,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,24,24,0.5599999999999998
고학수,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,1453,1453,0.5413558155540117
고학수,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,565,565,0.5499999999999983
고학수,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,395,395,0.5638481012658245
고학수,business_burden_context,사업자 부담·산업 맥락 고려,market_context,262,262,0.5496183206106878
고학수,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,260,260,0.5606538461538467
고학수,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,215,215,0.5815348837209303
고학수,public_sector_accountability,공공부문 책임성 강조,sector_focus,186,186,0.5979032258064514
고학수,data_subject_rights,정보주체 권리·피해 관점,rights_focus,148,148,0.5761486486486491
고학수,technical_security,기술·보안 통제 점검,issue_focus,147,147,0.5919047619047619
고학수,cross_border_global,국외이전·글로벌 규범,international,51,51,0.5629411764705883
김일환,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,286,286,0.546783216783218
김일환,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,139,139,0.561654676258993
김일환,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,132,132,0.5568181818181822
김일환,business_burden_context,사업자 부담·산업 맥락 고려,market_context,111,111,0.5321621621621628
김일환,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,74,74,0.5375675675675682
김일환,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,69,69,0.5643478260869568
김일환,public_sector_accountability,공공부문 책임성 강조,sector_focus,64,64,0.5987499999999998
김일환,data_subject_rights,정보주체 권리·피해 관점,rights_focus,46,46,0.5543478260869567
김일환,technical_security,기술·보안 통제 점검,issue_focus,36,36,0.5477777777777778
김일환,cross_border_global,국외이전·글로벌 규범,international,14,14,0.5871428571428573
김진욱,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,370,370,0.5468648648648662
김진욱,business_burden_context,사업자 부담·산업 맥락 고려,market_context,208,208,0.5576923076923082
김진욱,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,155,155,0.5542580645161296
김진욱,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,133,133,0.54624060150376
김진욱,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,131,131,0.5770229007633587
김진욱,technical_security,기술·보안 통제 점검,issue_focus,121,121,0.5652066115702485
김진욱,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,86,86,0.582093023255814
김진욱,data_subject_rights,정보주체 권리·피해 관점,rights_focus,79,79,0.5512658227848104
김진욱,public_sector_accountability,공공부문 책임성 강조,sector_focus,72,72,0.5700000000000003
김진욱,cross_border_global,국외이전·글로벌 규범,international,47,47,0.5640425531914894
김진환,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,567,567,0.5635273368606688
김진환,business_burden_context,사업자 부담·산업 맥락 고려,market_context,186,186,0.5467741935483877
김진환,technical_security,기술·보안 통제 점검,issue_focus,182,182,0.5643956043956047
김진환,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,171,171,0.5505847953216381
김진환,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,167,167,0.5640119760479047
김진환,public_sector_accountability,공공부문 책임성 강조,sector_focus,104,104,0.5823076923076923
김진환,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,101,101,0.5756435643564359
김진환,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,100,100,0.5676000000000002
김진환,data_subject_rights,정보주체 권리·피해 관점,rights_focus,92,92,0.5421739130434788
김진환,cross_border_global,국외이전·글로벌 규범,international,40,40,0.5652500000000001
박상희,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,634,634,0.5383280757097746
박상희,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,232,232,0.556422413793104
박상희,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,217,217,0.558018433179724
박상희,business_burden_context,사업자 부담·산업 맥락 고려,market_context,180,180,0.5348888888888896
박상희,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,164,164,0.5700000000000002
박상희,public_sector_accountability,공공부문 책임성 강조,sector_focus,160,160,0.584
박상희,technical_security,기술·보안 통제 점검,issue_focus,149,149,0.5493288590604032
박상희,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,112,112,0.5614285714285717
박상희,data_subject_rights,정보주체 권리·피해 관점,rights_focus,108,108,0.5425925925925932
박상희,cross_border_global,국외이전·글로벌 규범,international,42,42,0.5490476190476192
윤영미,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,379,379,0.5388654353562019
윤영미,business_burden_context,사업자 부담·산업 맥락 고려,market_context,136,136,0.5388235294117655
윤영미,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,131,131,0.5554198473282448
윤영미,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,103,103,0.558446601941748
윤영미,technical_security,기술·보안 통제 점검,issue_focus,92,92,0.5665217391304351
윤영미,data_subject_rights,정보주체 권리·피해 관점,rights_focus,84,84,0.5385714285714291
윤영미,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,80,80,0.5670000000000004
윤영미,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,67,67,0.5658208955223882
윤영미,public_sector_accountability,공공부문 책임성 강조,sector_focus,60,60,0.5926666666666667
윤영미,cross_border_global,국외이전·글로벌 규범,international,27,27,0.5477777777777776
조소영,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,80,80,0.5400000000000005
조소영,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,30,30,0.5513333333333331
조소영,business_burden_context,사업자 부담·산업 맥락 고려,market_context,27,27,0.5388888888888886
조소영,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,24,24,0.5599999999999998
조소영,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,21,21,0.6023809523809524
조소영,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,17,17,0.5770588235294117
조소영,public_sector_accountability,공공부문 책임성 강조,sector_focus,10,10,0.615
조소영,cross_border_global,국외이전·글로벌 규범,international,6,6,0.5300000000000001
조소영,data_subject_rights,정보주체 권리·피해 관점,rights_focus,6,6,0.5300000000000001
조소영,technical_security,기술·보안 통제 점검,issue_focus,6,6,0.5300000000000001
이문한,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,80,80,0.5390000000000005
이문한,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,33,33,0.5687878787878787
이문한,technical_security,기술·보안 통제 점검,issue_focus,32,32,0.5424999999999999
이문한,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,30,30,0.5513333333333332
이문한,business_burden_context,사업자 부담·산업 맥락 고려,market_context,23,23,0.5369565217391303
이문한,public_sector_accountability,공공부문 책임성 강조,sector_focus,23,23,0.5856521739130433
이문한,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,20,20,0.59
이문한,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,16,16,0.535
이문한,data_subject_rights,정보주체 권리·피해 관점,rights_focus,14,14,0.5414285714285716
이문한,cross_border_global,국외이전·글로벌 규범,international,5,5,0.652
김휘강,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,67,67,0.5502985074626868
김휘강,technical_security,기술·보안 통제 점검,issue_focus,47,47,0.6117021276595745
김휘강,business_burden_context,사업자 부담·산업 맥락 고려,market_context,32,32,0.5499999999999999
김휘강,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,28,28,0.5642857142857142
김휘강,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,28,28,0.5557142857142855
김휘강,data_subject_rights,정보주체 권리·피해 관점,rights_focus,20,20,0.534
김휘강,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,16,16,0.5400000000000001
김휘강,public_sector_accountability,공공부문 책임성 강조,sector_focus,14,14,0.5928571428571429
김휘강,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,9,9,0.5477777777777779
김휘강,cross_border_global,국외이전·글로벌 규범,international,5,5,0.53
송경희,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,157,157,0.5396815286624211
송경희,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,63,63,0.5465079365079368
송경희,public_sector_accountability,공공부문 책임성 강조,sector_focus,36,36,0.5825000000000001
송경희,technical_security,기술·보안 통제 점검,issue_focus,31,31,0.5641935483870966
송경희,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,30,30,0.5673333333333332
송경희,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,25,25,0.5607999999999997
송경희,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,16,16,0.5550000000000002
송경희,data_subject_rights,정보주체 권리·피해 관점,rights_focus,11,11,0.5518181818181819
송경희,business_burden_context,사업자 부담·산업 맥락 고려,market_context,7,7,0.5757142857142857
송경희,cross_border_global,국외이전·글로벌 규범,international,5,5,0.5780000000000001
이정렬,procedure_legal_reasoning,절차·법리·근거 검토,legal_reasoning,168,168,0.571011904761905
이정렬,remedial_prevention,재발방지·개선·예방 지향,remedy_orientation,79,79,0.6146835443037978
이정렬,business_burden_context,사업자 부담·산업 맥락 고려,market_context,70,70,0.5611428571428575
이정렬,evidence_fact_clarification,사실관계·증거 확인,deliberation_style,70,70,0.5668571428571433
이정렬,public_sector_accountability,공공부문 책임성 강조,sector_focus,58,58,0.6117241379310344
이정렬,ai_data_governance,AI·데이터 활용 거버넌스,technology_policy,55,55,0.5692727272727275
이정렬,sanction_effectiveness,처분 실효성·제재수준 점검,sanction_orientation,44,44,0.601818181818182
이정렬,data_subject_rights,정보주체 권리·피해 관점,rights_focus,39,39,0.5974358974358974
이정렬,technical_security,기술·보안 통제 점검,issue_focus,36,36,0.6058333333333333
이정렬,cross_border_global,국외이전·글로벌 규범,international,19,19,0.5594736842105262
